epoch,accuracy,loss,val_accuracy,val_loss
0,0.4771657884120941,1.2136133909225464,0.5475504398345947,1.0791763067245483
1,0.6484915614128113,0.866995096206665,0.5533141493797302,1.0679653882980347
2,0.7232217192649841,0.6932502388954163,0.5417867302894592,1.1361736059188843
3,0.7899252772331238,0.5574055314064026,0.5561959743499756,1.250035285949707
4,0.8140049576759338,0.48705175518989563,0.5677233338356018,1.3154586553573608
5,0.8618876338005066,0.37020137906074524,0.579250693321228,1.5599780082702637
6,0.8867976665496826,0.31326475739479065,0.5446686148643494,1.5906082391738892
7,0.8998062610626221,0.27570921182632446,0.5677233338356018,1.644288182258606
8,0.9202878475189209,0.2242608368396759,0.5706051588058472,1.689866065979004
9,0.9338499903678894,0.1869327425956726,0.579250693321228,1.785170555114746
10,0.9349570870399475,0.1993975192308426,0.559077799320221,1.8722307682037354
11,0.9532244801521301,0.14756470918655396,0.5561959743499756,2.139536142349243
12,0.9427068829536438,0.16251295804977417,0.5360230803489685,2.0926804542541504
13,0.9634652733802795,0.11083996295928955,0.5648415088653564,2.087888240814209
14,0.9529476761817932,0.13466887176036835,0.5619596838951111,2.0858564376831055
15,0.9606974720954895,0.11291548609733582,0.5648415088653564,2.255246162414551
16,0.9579296708106995,0.11403298377990723,0.5533141493797302,2.2257893085479736
17,0.972875714302063,0.08553656190633774,0.5446686148643494,2.3016152381896973
18,0.9695543646812439,0.09204968810081482,0.5446686148643494,2.4918978214263916
19,0.9684472680091858,0.09589298814535141,0.5475504398345947,2.6153202056884766
20,0.9557154774665833,0.128412127494812,0.5648415088653564,2.4341700077056885
21,0.973429262638092,0.07663313299417496,0.5763688683509827,2.4640121459960938
22,0.9800719618797302,0.0590609572827816,0.5533141493797302,2.5329325199127197
23,0.9723221659660339,0.07560031861066818,0.5533141493797302,2.5849411487579346
24,0.9684472680091858,0.08715751022100449,0.5648415088653564,2.684361457824707
